Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
USA,2019,BYD,"$36,721 ",965,2.16,118539,BEV,5703,YES
Germany,2024,Chevrolet,"$7,063 ",1283,22.03,30078,PHEV,78539,
USA,2018,Chevrolet,"$44,085 ",2392,27.12,90435,HEV,13201,YES
Canada,2016,BYD,"$29,926 ",1404,9.23,117578,PHEV,,no
USA,2023,Kia,"$48,864 ",539,19.32,134742,BEV,58056,YES
Japan,2018,BYD,"$27,990 ",4899,21.76,52269,PHEV,,Yes
USA,2021,Nissan,"$13,265 ",3379,7.89,102662,HEV,50153,yes
Norway,2024,BMW,"$33,642 ",2350,25.78,39290,HEV,36133,YES
India,2024,Hyundai,"$31,023 ",4486,13.91,102158,HEV,36046,No
Norway,2023,Ford,"$47,564 ",,20.22,117914,HEV,46893,No
China,2016,BMW,"$36,484 ",2948,10.05,105133,BEV,65674,YES
USA,2017,Renault,,1262,1.26,,PHEV,14760,YES
Netherlands,2017,Tesla,"$22,427 ",,18.36,121382,PHEV,13588,yes
France,2023,Tesla,"$36,642 ",3476,26.63,71039,HEV,77367,YES
India,2018,Ford,"$6,224 ",2901,,27040,BEV,43240,YES
China,2023,BMW,"$6,776 ",2370,5.84,79411,HEV,36946,No
Japan,2022,Ford,"$6,616 ",2222,23.67,17463,BEV,27155,No
Norway,2023,Chevrolet,"$14,635 ",2213,26.06,33944,BEV,1619,yes
Japan,2020,Hyundai,"$18,158 ",966,1.99,100695,BEV,67504,no
France,2019,Nissan,"$48,114 ",1326,28.16,76534,BEV,40030,Yes
Netherlands,2015,Chevrolet,"$1,558 ",4303,6.22,32414,BEV,10200,YES
Canada,2019,Kia,"$34,497 ",1045,5.3,70554,BEV,2239,Yes
Germany,2022,BYD,"$38,638 ",135,,84910,HEV,62212,Yes
India,2017,Chevrolet,"$15,898 ",3259,10.94,96039,PHEV,13115,No
Norway,2021,BMW,"$39,562 ",4413,21.44,84315,PHEV,5470,
UK,2021,Nissan,"$10,725 ",1374,3.72,34921,BEV,,No
Canada,2023,Hyundai,"$40,787 ",4622,28.94,90107,PHEV,48414,Yes
China,2022,Hyundai,"$38,506 ",2484,20.81,94915,PHEV,29625,
Netherlands,2018,Ford,"$16,004 ",3729,26.07,111799,HEV,51138,YES
China,2021,Ford,"$43,323 ",4450,21,76213,PHEV,48055,no
China,2016,Volkswagen,"$47,233 ",3134,20.34,75217,PHEV,9125,yes
Norway,2024,Chevrolet,"$36,559 ",4043,,54646,PHEV,6704,Yes
China,2016,Renault,"$8,348 ",4793,22.82,94498,HEV,67024,YES
UK,2019,Nissan,"$40,382 ",1357,19.86,70547,BEV,68203,Yes
Norway,2022,Renault,"$26,713 ",4124,24.43,101010,HEV,26426,YES
Netherlands,2021,Chevrolet,"$18,272 ",3722,4.49,111008,HEV,52924,no
Germany,2019,Tesla,"$4,226 ",3157,18.69,14334,BEV,78714,no
USA,2021,BMW,"$36,143 ",,16.91,120503,HEV,9927,no
UK,2021,Nissan,"$28,644 ",3348,18.5,89877,PHEV,26537,yes
India,2021,Nissan,"$36,257 ",3858,12.01,131234,BEV,7471,YES
Germany,2015,Chevrolet,"$36,131 ",2511,27.51,101863,BEV,2177,No
France,2020,Kia,"$5,260 ",21,5.32,59811,PHEV,12556,
Germany,2015,BMW,"$28,098 ",3381,14.82,102868,PHEV,27966,Yes
France,2021,Renault,"$16,673 ",,21.83,96387,BEV,59348,No
India,2020,Volkswagen,"$25,096 ",416,13.5,96063,HEV,60182,yes
france,2016,Nissan,"$28,264 ",,27.04,85352,HEV,9906,No
Japan,2024,Volkswagen,"$37,414 ",3864,6.72,76064,PHEV,47881,Yes
Canada,2016,Volkswagen,"$46,913 ",973,8.45,141660,PHEV,37378,no
UK,2020,Volkswagen,"$43,152 ",115,18.7,56441,PHEV,45976,No
Norway,2022,BMW,"$44,096 ",2147,,131461,HEV,45139,yes
Canada,2021,Volkswagen,"$49,213 ",3664,9.56,98581,BEV,75172,
France,2023,Renault,"$6,941 ",45,13.31,20090,HEV,60189,
Germany,2017,Tesla,"$42,868 ",1718,,57541,BEV,77666,no
India,2015,Hyundai,"$23,168 ",,18.45,47837,BEV,35068,Yes
Norway,2023,Kia,"$23,753 ",,18.21,77002,PHEV,38384,yes
Canada,2016,BYD,"$16,893 ",2435,11.46,49294,HEV,72831,No
China,2024,Hyundai,"$36,493 ",4964,23.64,93319,HEV,37451,no
Canada,2024,Renault,"$7,727 ",3283,24.48,90298,PHEV,66481,no
france,2024,Chevrolet,"$3,540 ",1472,18.01,68714,BEV,27160,no
India,2024,Tesla,"$18,133 ",4778,,36147,HEV,50104,yes
India,2023,Chevrolet,"$42,121 ",3513,,111509,HEV,17014,yes
France,2019,BMW,"$27,542 ",997,6.98,120200,BEV,58993,no
Netherlands,2016,Ford,"$9,660 ",2647,19.33,68444,HEV,8421,
UK,2021,BYD,"$21,900 ",779,8.96,27258,BEV,66108,Yes
Canada,2024,Volkswagen,"$28,982 ",1587,,62099,PHEV,32910,no
China,2018,Kia,"$32,996 ",3361,4.72,94942,PHEV,39467,YES
Canada,2021,Volkswagen,"$18,125 ",1135,17.77,110427,BEV,40532,YES
UK,2020,Ford,"$12,823 ",4849,19.71,87202,BEV,15210,Yes
Norway,2024,Renault,"$16,956 ",,10.38,28062,HEV,69008,Yes
Netherlands,2017,BMW,"$7,204 ",3723,20.42,76215,BEV,37378,YES
India,2023,Renault,"$4,755 ",2833,26.52,79549,HEV,,YES
India,2018,Ford,"$41,247 ",2438,,87360,PHEV,75069,yes
UK,2018,Kia,"$33,081 ",,2.52,53282,HEV,59576,No
Canada,2015,Tesla,"$10,186 ",4221,2.74,56029,BEV,61963,
India,2018,Chevrolet,"$48,056 ",1878,19.41,117966,PHEV,26592,Yes
France,2017,Hyundai,"$29,482 ",,16.54,119215,PHEV,69619,No
UK,2019,Ford,"$29,828 ",1941,29.46,41582,PHEV,73982,No
Canada,2017,Kia,"$37,711 ",4735,29.78,101422,BEV,42323,Yes
Germany,2015,Hyundai,"$19,252 ",295,16.11,106209,PHEV,57273,yes
Germany,2017,Tesla,"$26,842 ",4905,4.7,104401,HEV,11699,Yes
Japan,2017,Chevrolet,"$10,215 ",2795,2.83,27378,HEV,6782,No
USA,2019,Kia,"$23,141 ",1611,12.05,59726,BEV,31682,no
Norway,2022,Nissan,"$48,364 ",,17.06,104478,PHEV,39067,YES
Canada,2023,Tesla,"$43,185 ",1699,18.42,134558,HEV,66450,YES
Canada,2021,Chevrolet,"$10,882 ",4447,17.43,102237,HEV,62929,yes
Netherlands,2015,Chevrolet,"$37,375 ",570,,50704,BEV,26169,YES
Germany,2021,Kia,"$22,432 ",1836,20.55,68465,PHEV,64133,no
Germany,2016,BYD,"$8,129 ",143,,61419,BEV,32750,YES
Canada,2021,Tesla,"$30,119 ",82,10.35,55345,BEV,7721,No
India,2019,Renault,"$21,109 ",2988,11.04,77358,PHEV,49895,yes
Japan,2023,Tesla Inc,"$29,437 ",1995,4.84,94746,HEV,30984,Yes
Canada,2019,Ford,"$8,786 ",1143,,40841,HEV,38685,Yes
Netherlands,2024,BMW,"$8,929 ",,6.07,21067,PHEV,36298,YES
Netherlands,2023,Volkswagen,"$23,929 ",1058,,96237,PHEV,49244,no
Canada,2016,BMW,"$49,019 ",2974,1.75,66939,PHEV,32822,No
Canada,2016,Renault,"$47,159 ",4233,13.54,125611,HEV,75270,yes
Netherlands,2020,Volkswagen,"$34,113 ",3613,13.75,90212,HEV,36262,YES
France,2015,BYD,"$13,177 ",2729,7.27,100446,BEV,61545,no
Canada,2018,Tesla,"$38,447 ",2720,5.41,79369,HEV,43913,yes
Norway,2020,Kia,"$31,997 ",4747,15.05,82838,HEV,47332,no
Germany,2022,Volkswagen,"$27,026 ",466,13.48,72962,HEV,30794,Yes
Norway,2023,Chevrolet,"$5,948 ",1189,9.79,16022,BEV,7406,No
UK,2023,Volkswagen,"$32,323 ",409,2.81,130862,HEV,47851,yes
China,2022,Nissan,"$34,906 ",2158,18.84,77685,PHEV,69828,Yes
Japan,2023,Tesla,"$42,279 ",429,16.28,100288,PHEV,16422,yes
China,2023,Volkswagen,"$42,968 ",777,6.64,140742,BEV,27715,
Netherlands,2016,Hyundai,"$28,105 ",1559,6.13,105478,PHEV,70252,
France,2020,Nissan,"$4,981 ",2303,23.92,29158,BEV,25022,No
Netherlands,2023,Chevrolet,"$41,261 ",910,7.24,65001,BEV,60353,yes
India,2024,Hyundai,"$25,317 ",2395,2.87,26988,HEV,1163,Yes
Netherlands,2024,Renault,"$41,924 ",3052,8.71,53558,HEV,5798,Yes
Japan,2024,Volkswagen,"$22,920 ",2365,8.71,53220,BEV,11749,no
Germany,2024,BMW,"$39,095 ",555,10.42,134042,PHEV,34361,no
China,2020,Renault,"$21,723 ",3814,12.44,42600,PHEV,56316,no
Norway,2023,BYD,"$43,904 ",2682,28.7,77688,PHEV,4191,no
Netherlands,2021,Kia,"$33,660 ",434,20.96,84383,HEV,4631,
Japan,2016,Ford,"$6,672 ",1130,25.39,27953,HEV,29671,Yes
Netherlands,2021,Hyundai,"$25,864 ",,24.93,119825,PHEV,29602,Yes
Japan,2023,BMW,"$23,753 ",2257,7.58,98369,PHEV,8099,yes
Norway,2016,Ford,"$25,931 ",2158,2.39,87851,BEV,64530,
USA,2023,Hyundai,"$36,724 ",3516,3.07,114540,BEV,17531,yes
UK,2023,Nissan,"$23,304 ",4337,11.24,72659,HEV,10866,no
Germany,2017,Tesla,"$5,031 ",4504,28.33,70058,BEV,58906,No
UK,2022,Ford,"$28,638 ",2499,3.85,105933,PHEV,6439,No
Netherlands,2022,Nissan,"$47,741 ",1583,3.4,88020,HEV,24888,YES
Netherlands,2022,BYD,"$18,130 ",3729,23.31,54274,BEV,53161,YES
China,2018,Renault,"$31,682 ",3003,,123756,HEV,78360,yes
Canada,2015,Renault,"$32,625 ",1623,3.01,111665,PHEV,62558,yes
Netherlands,2019,Ford,"$21,169 ",379,10.34,107836,PHEV,26227,YES
Germany,2023,BYD,"$6,478 ",779,18.45,46549,PHEV,70519,YES
Germany,2022,Hyundai,"$10,003 ",3369,20.04,68869,BEV,17905,yes
Netherlands,2017,Renault,"$46,338 ",2330,27.91,74144,PHEV,46000,yes
China,2015,Volkswagen,"$22,668 ",4593,13.53,79087,PHEV,50145,no
India,2017,Chevrolet,,3707,28.35,,PHEV,3461,Yes
Norway,2021,Ford,"$14,791 ",3253,6.73,114780,HEV,62332,no
France,2024,Nissan,"$12,758 ",1577,10.19,90030,HEV,38643,Yes
China,2022,Hyundai,"$44,450 ",2206,,73494,BEV,16997,
France,2024,BYD,"$14,715 ",,22.7,71248,HEV,15571,YES
China,2017,BMW,"$43,219 ",4361,16.81,130469,PHEV,59712,no
Norway,2019,Volkswagen,"$44,041 ",,16.65,93949,BEV,14057,yes
France,2024,Kia,"$45,768 ",4568,3.66,95457,BEV,45638,Yes
China,2015,BYD,"$26,562 ",4092,5.37,57301,BEV,58804,Yes
India,2017,Hyundai Inc,"$43,785 ",3764,22.99,111697,PHEV,9706,Yes
Japan,2016,Ford,"$9,394 ",1663,17.39,62006,HEV,30725,Yes
Norway,2016,Renault,"$6,426 ",1314,,63873,PHEV,30806,no
Norway,2022,BYD,"$23,163 ",371,,89258,HEV,,No
Canada,2019,Renault,"$23,156 ",1294,26.56,62943,HEV,,yes
China,2018,Chevrolet,"$48,731 ",1865,24.2,117787,PHEV,4081,Yes
USA,2022,Ford,"$34,696 ",3977,,115798,BEV,26498,Yes
Netherlands,2016,BYD,"$11,829 ",2169,23.73,97728,BEV,48701,no
Netherlands,2023,Volkswagen,"$43,741 ",2659,25.36,80592,PHEV,27832,Yes
Germany,2020,Chevrolet,"$14,444 ",3499,,55816,BEV,16379,YES
Japan,2016,Tesla,"$37,251 ",,5.32,43361,BEV,55341,no
India,2023,Renault,"$12,587 ",1134,4.62,23183,PHEV,19313,YES
India,2020,Kia,"$48,139 ",1023,18.2,116503,BEV,74445,YES
France,2019,Tesla,"$38,856 ",4927,21.17,99652,BEV,65429,No
Norway,2019,Nissan,"$39,159 ",4293,24.03,55538,PHEV,60664,Yes
USA,2022,Chevrolet,"$28,266 ",2640,14.95,123999,BEV,70122,yes
France,2016,Nissan,"$16,587 ",4441,7.54,24230,HEV,37727,Yes
Netherlands,2022,Volkswagen,"$11,505 ",2593,20.62,26731,PHEV,64646,yes
USA,2019,Volkswagen,"$29,231 ",2972,15.45,36228,BEV,56506,YES
Netherlands,2017,Ford,"$13,193 ",,21.17,76732,HEV,67077,YES
USA,2021,Nissan,"$22,317 ",2984,24.93,33575,BEV,58775,YES
USA,2015,Renault,"$16,544 ",,5.28,46398,HEV,7256,Yes
Canada,2015,Kia,"$11,220 ",1179,11.77,62508,BEV,26051,yes
Netherlands,2024,Tesla Inc,"$27,886 ",1336,29.95,62673,PHEV,22621,no
China,2021,Hyundai,,1846,6.03,,HEV,46253,No
Norway,2015,Chevrolet,"$34,551 ",,15.39,119481,HEV,31254,
China,2023,Nissan,"$19,009 ",2181,12.13,34481,BEV,4471,YES
France,2020,Hyundai,"$42,296 ",509,,139100,PHEV,9329,YES
Canada,2023,BMW,"$35,365 ",3706,17.99,134274,PHEV,36525,Yes
China,2016,Kia,"$25,070 ",1910,23.69,87400,BEV,26122,no
USA,2019,Kia,"$5,517 ",4686,25.42,28953,HEV,43963,yes
France,2023,Hyundai,"$2,596 ",713,15.01,29797,PHEV,20715,YES
India,2024,Volkswagen,"$29,809 ",2988,13.67,99729,PHEV,44619,Yes
Germany,2024,Volkswagen,"$43,321 ",2866,5.61,51852,HEV,38051,No
Norway,2024,Volkswagen,"$8,236 ",1629,20.05,54839,PHEV,,yes
Germany,2023,BMW,"$23,752 ",1441,2.65,117325,BEV,10557,yes
Canada,2023,Hyundai,"$9,935 ",172,8.99,84932,HEV,18015,YES
Japan,2020,BYD,"$33,091 ",,11.77,43924,HEV,8896,
Norway,2016,Hyundai,"$33,472 ",591,2.9,130516,BEV,6347,No
Japan,2016,Chevrolet,"$30,814 ",2653,18.97,81840,PHEV,16892,yes
UK,2020,Kia,,699,12.92,,PHEV,15289,No
UK,2022,BMW,"$8,427 ",1181,4.71,74855,BEV,51601,YES
India,2022,Chevrolet,"$12,429 ",2549,23.84,36098,PHEV,71968,yes
Netherlands,2017,Nissan,"$21,144 ",2371,29.41,50372,BEV,35521,YES
Japan,2018,Tesla,"$32,203 ",2362,14.45,121099,BEV,63292,yes
France,2015,BYD,"$29,555 ",1941,11.14,121091,PHEV,7304,no
Japan,2016,Hyundai,"$7,845 ",,21.88,99851,HEV,16352,no
Germany,2015,BMW,"$33,865 ",3072,16.81,110280,PHEV,8521,Yes
Germany,2016,Ford,"$6,671 ",2100,2.96,52300,BEV,46232,yes
Germany,2015,Volkswagen,"$21,508 ",1643,3.37,100529,HEV,70184,No
France,2023,Ford,"$48,445 ",4958,5.09,63802,HEV,69673,Yes
China,2017,Tesla,$597 ,3225,12.94,14521,PHEV,70286,YES
India,2015,BYD,"$28,233 ",4693,2.81,119256,BEV,31651,Yes
China,2016,Tesla,"$5,166 ",,14.32,73429,PHEV,60634,Yes
USA,2016,BMW,,,23.8,,HEV,38823,No
China,2017,BMW,"$43,539 ",2334,5.78,108409,HEV,10283,YES
USA,2023,Nissan,"$31,073 ",4989,16.06,104128,HEV,11983,Yes
Japan,2020,Ford,"$31,432 ",1759,5.69,33213,BEV,57700,No
Norway,2016,Renault,"$28,124 ",2115,22.77,58242,BEV,23263,Yes
India,2022,Ford,"$14,065 ",3980,27.37,38713,HEV,51729,no
Japan,2020,Volkswagen,"$42,471 ",2284,4.06,92034,BEV,27390,Yes
Netherlands,2016,Volkswagen,"$23,628 ",2436,12.03,57286,BEV,7852,No
India,2024,Ford,"$29,950 ",2561,6.41,80109,PHEV,52707,no
Germany,2022,BYD,"$33,743 ",2221,9.02,41982,BEV,7710,
USA,2017,Kia,"$21,884 ",4664,6.68,90705,HEV,38991,
Japan,2018,BMW,"$14,021 ",4573,17.18,95278,HEV,38711,Yes
UK,2016,Kia,"$7,030 ",2934,27.28,87503,PHEV,,yes
UK,2017,BMW,"$2,398 ",4145,15.7,88518,HEV,66031,YES
Germany,2023,Tesla,"$33,880 ",697,5.41,102723,PHEV,40901,yes
USA,2017,Hyundai,"$11,705 ",1791,25.85,75692,PHEV,64370,no
Norway,2015,Nissan,"$15,649 ",3968,,71049,BEV,26150,Yes
Norway,2015,Renault,"$32,352 ",1920,4.55,89833,HEV,2283,YES
Netherlands,2021,Hyundai,"$34,191 ",1135,29.41,61361,HEV,9438,yes
UK,2018,Renault,"$20,595 ",1570,3.7,48414,HEV,25217,Yes
France,2024,BYD,"$23,672 ",,29.23,101947,HEV,50416,no
China,2019,Chevrolet,"$10,087 ",3567,16.68,42017,PHEV,31090,no
USA,2023,Volkswagen,"$22,453 ",3000,19.9,42341,HEV,44732,YES
UK,2024,Tesla,"$16,587 ",1164,26.51,76752,HEV,70615,no
China,2018,Kia,"$36,616 ",3841,3.53,133264,PHEV,26556,Yes
India,2022,Renault,"$18,599 ",2603,11.09,32829,HEV,30009,Yes
Canada,2017,Tesla,"$5,933 ",,18.8,91179,HEV,77975,Yes
Norway,2016,Kia,"$42,355 ",1684,25.47,75957,HEV,75658,YES
India,2022,BYD,"$13,076 ",733,22.44,102045,BEV,2089,No
China,2017,Nissan,"$37,846 ",945,1.11,106340,PHEV,77229,Yes
France,2019,Volkswagen,"$39,612 ",4229,29.76,77210,PHEV,42814,Yes
USA,2018,BMW,"$25,715 ",2248,10.87,125460,HEV,64278,YES
UK,2015,Kia,"$47,746 ",4638,1.96,142558,PHEV,51100,No
UK,2015,BMW,"$44,833 ",469,7.75,144529,BEV,51939,no
Germany,2019,Chevrolet,"$30,016 ",2267,19.87,117677,BEV,73954,Yes
Germany,2022,Volkswagen,"$23,246 ",2464,5.9,107543,BEV,16223,YES
Germany,2024,Kia,"$7,201 ",2607,7.58,94717,PHEV,75567,yes
UK,2020,Volkswagen,"$15,537 ",3628,12.97,88215,PHEV,13109,YES
China,2022,Nissan,"$22,510 ",605,1.52,46893,PHEV,62709,Yes
Netherlands,2016,Tesla,"$4,749 ",1760,4.7,75373,HEV,54330,No
India,2019,Renault,"$15,782 ",2956,22.86,41046,PHEV,60675,No
Germany,2015,BMW,"$5,575 ",2230,28.92,79341,PHEV,49200,Yes
Norway,2021,Nissan,"$11,502 ",4738,9.16,64644,HEV,57307,Yes
Norway,2024,Ford,"$4,993 ",,7.33,40221,HEV,52875,no
Canada,2015,Ford,"$32,155 ",2522,8.01,92866,BEV,7816,yes
India,2016,Hyundai,"$12,139 ",4926,9.62,111373,BEV,72363,no
Netherlands,2019,Chevrolet,"$33,262 ",77,26.44,49111,PHEV,55869,YES
Japan,2015,Nissan,"$5,874 ",4800,16.41,81687,BEV,52631,Yes
USA,2022,Hyundai,"$10,385 ",2325,17.9,76472,HEV,30165,yes
Germany,2017,Chevrolet,"$1,992 ",670,2.85,61635,PHEV,45900,
China,2018,Renault,"$43,446 ",2054,16.23,140582,HEV,47403,yes
Norway,2017,Tesla,"$26,134 ",986,2.88,87005,BEV,33174,Yes
Netherlands,2022,Hyundai,"$34,715 ",2389,27.41,107568,HEV,65046,yes
China,2023,Ford,"$43,356 ",4764,26.88,133024,PHEV,15567,Yes
UK,2019,Volkswagen,"$15,368 ",1583,18.16,94370,BEV,29803,YES
Norway,2023,Nissan,"$18,730 ",1488,4.82,107175,PHEV,31795,
Germany,2021,Kia,,588,19.91,,BEV,1193,No
Canada,2016,BMW,"$35,275 ",1195,14.71,99099,PHEV,43752,yes
India,2024,Tesla,"$32,827 ",,19.39,74024,HEV,3261,
India,2020,BMW,"$28,869 ",1946,2.15,58802,HEV,5378,No
UK,2019,Hyundai,"$41,083 ",3461,14.62,117951,HEV,43604,No
Netherlands,2019,BYD,"$3,300 ",,19.05,78169,PHEV,6410,no
Netherlands,2022,BMW,"$18,339 ",4806,1.16,37048,HEV,59557,yes
France,2016,Tesla,"$18,043 ",4660,25.47,115081,HEV,17724,no
Canada,2018,BYD,"$4,328 ",1978,7.34,36665,PHEV,6482,no
Japan,2024,Nissan,"$27,505 ",1810,24.68,98953,BEV,5648,no
Netherlands,2024,Chevrolet,,865,16.42,,PHEV,45602,no
USA,2021,Ford,"$49,562 ",192,26.35,120590,PHEV,23207,YES
UK,2015,Volkswagen,"$15,614 ",1527,29.79,99890,PHEV,60518,yes
Japan,2017,BMW,"$44,699 ",3701,22.17,123978,HEV,61348,no
Netherlands,2018,BMW,"$42,592 ",3349,20.56,66024,HEV,65089,Yes
Japan,2019,Nissan,"$34,255 ",3331,21.92,113937,BEV,53893,No
USA,2016,Hyundai,"$36,320 ",736,2.18,104731,PHEV,24377,yes
Canada,2019,Volkswagen,"$47,237 ",4043,20.29,51981,HEV,25995,no
China,2024,Ford,"$17,477 ",,3.68,53019,BEV,11651,yes
Japan,2023,Renault,"$34,203 ",3818,12.72,59509,HEV,20086,No
USA,2018,Renault,"$14,876 ",4016,12.97,52512,PHEV,52649,No
UK,2018,Volkswagen,"$35,110 ",1876,18.36,110747,PHEV,79033,yes
USA,2023,BYD,"$5,158 ",3199,4.36,52777,BEV,18154,Yes
Netherlands,2015,Chevrolet Inc,"$20,039 ",2511,4.5,98352,PHEV,31373,yes
India,2023,Ford,"$33,654 ",3431,5.12,113582,BEV,29669,no
UK,2018,BMW,,4373,9.56,,BEV,35624,YES
Canada,2019,Chevrolet,"$48,938 ",2008,,81643,PHEV,39244,No
UK,2023,BYD,"$9,928 ",4679,17.2,83910,HEV,51583,
India,2024,Tesla,"$38,892 ",1829,12.23,57406,PHEV,37268,YES
India,2019,Ford,"$25,450 ",2130,9.88,87499,HEV,63493,No
China,2017,Kia,"$36,527 ",,7.56,55385,PHEV,53395,yes
Canada,2023,Kia,"$40,258 ",3144,3.87,56692,PHEV,65047,no
Germany,2022,Renault,"$48,275 ",2051,11.73,115952,BEV,46734,Yes
Norway,2016,Ford,"$36,629 ",2990,19.73,76961,PHEV,22312,yes
Japan,2015,Volkswagen,"$28,340 ",2616,5.48,69719,BEV,18297,No
China,2023,Hyundai,"$2,511 ",1452,10.88,15249,BEV,48498,no
Netherlands,2017,Volkswagen,"$11,620 ",1839,25.57,91859,HEV,1929,Yes
UK,2021,Nissan,"$12,451 ",,7.32,108491,PHEV,18438,Yes
Netherlands,2019,Chevrolet,"$49,015 ",1910,29.19,57084,HEV,43359,Yes
Japan,2023,Tesla,"$20,299 ",452,16.43,91487,BEV,8597,YES
Netherlands,2020,Kia,,4468,,,HEV,73127,YES
China,2016,Chevrolet,"$49,614 ",1267,12.47,69307,BEV,54161,No
Germany,2015,Tesla,"$2,669 ",2182,11.74,77520,PHEV,9036,Yes
Netherlands,2024,Nissan,"$32,278 ",3168,13.88,99599,PHEV,72675,YES
UK,2018,Tesla,"$6,844 ",2426,3.56,28382,PHEV,64918,No
China,2023,Nissan Inc,"$15,473 ",1946,12.18,58734,BEV,28716,YES
Japan,2024,BMW,"$3,736 ",,14.86,6668,HEV,77449,no
France,2024,Chevrolet,,374,23.1,,PHEV,6498,Yes
India,2021,Nissan,"$11,082 ",956,11.33,21651,HEV,57882,no
Norway,2020,Nissan,"$5,357 ",350,10.93,68800,PHEV,75027,YES
Germany,2021,Chevrolet,$638 ,368,16.8,87014,HEV,31654,Yes
Japan,2016,Hyundai,"$26,379 ",1144,24.69,40662,PHEV,64922,Yes
France,2022,Tesla,"$39,920 ",3180,26.53,115885,BEV,47840,YES
France,2018,Renault,,3745,19,,PHEV,78988,
China,2019,Ford,"$49,480 ",2577,2.14,141248,HEV,36428,YES
China,2017,BMW,"$43,671 ",1919,7.6,83646,HEV,2140,Yes
Canada,2024,BMW,"$25,342 ",1855,16.47,45937,HEV,77021,Yes
UK,2019,BYD,"$28,808 ",3839,23.92,46667,HEV,,Yes
Japan,2020,Tesla,"$8,184 ",,24.03,55283,PHEV,,no
France,2017,Hyundai,"$2,460 ",567,,33149,PHEV,49651,
India,2018,BYD,"$14,393 ",892,,75404,PHEV,39635,Yes
China,2022,Ford,"$30,035 ",,,109440,BEV,73702,Yes
Japan,2015,BMW,"$13,482 ",,11.88,87287,HEV,59954,no
UK,2018,Ford,"$28,564 ",2464,12.21,91718,HEV,13991,Yes
USA,2022,Chevrolet,"$3,308 ",3835,,40612,PHEV,31386,No
Canada,2019,Hyundai,"$48,577 ",3812,12.82,67931,PHEV,23190,
Canada,2020,BMW,"$6,642 ",3832,17.63,106310,HEV,54410,yes
Germany,2015,Nissan,"$20,003 ",2568,,69459,HEV,9016,No
Japan,2022,Ford,"$2,884 ",4986,9.65,83902,HEV,41510,No
USA,2022,Nissan,"$49,433 ",2500,1.89,75951,BEV,25045,yes
UK,2017,Tesla,,1734,27.87,,PHEV,52919,YES
USA,2018,Nissan,"$34,405 ",2537,27.95,41250,PHEV,37674,No
India,2016,Tesla,"$19,837 ",2377,9.68,71988,HEV,18611,no
Germany,2023,Ford,"$39,605 ",,10.67,122047,PHEV,50847,No
Norway,2024,Kia,"$21,036 ",,24.01,49846,HEV,78842,No
India,2017,Chevrolet,"$11,003 ",2851,,48979,HEV,12590,Yes
Canada,2020,Renault,"$11,386 ",4684,22.4,45178,HEV,10764,no
Netherlands,2015,Nissan,"$21,120 ",1777,28.18,29415,BEV,42160,no
Norway,2019,Chevrolet,"$11,890 ",,26.65,107644,BEV,76969,no
Japan,2022,Kia,"$15,538 ",3185,12.57,37819,PHEV,,yes
China,2019,Chevrolet,"$49,011 ",,20.93,51392,HEV,67634,yes
France,2020,BMW,"$20,310 ",3665,4.22,54265,PHEV,62388,No
Canada,2019,Tesla,"$45,216 ",2025,3.1,74436,PHEV,75085,Yes
Germany,2021,Nissan,"$22,531 ",2432,25.42,80230,BEV,47092,no
China,2020,Nissan,"$10,850 ",2565,26.04,80337,PHEV,18622,yes
India,2015,Renault,"$5,227 ",3975,8.72,30009,HEV,29454,YES
Netherlands,2015,Volkswagen,"$2,868 ",446,1.98,65070,BEV,31750,YES
France,2021,BYD,"$11,076 ",192,15.59,50409,HEV,2589,yes
Canada,2017,Tesla,"$25,735 ",,20.8,107644,HEV,32921,No
China,2022,Tesla,"$39,823 ",1021,9.79,137925,PHEV,47101,Yes
China,2021,Nissan,"$46,609 ",2317,5.14,118735,BEV,57071,YES
Canada,2022,BMW,,1045,,,BEV,13237,YES
Japan,2022,Renault,,,26.58,,HEV,74463,yes
Germany,2021,Nissan,"$45,909 ",1274,15.82,78806,BEV,51961,YES
USA,2018,Volkswagen,"$3,667 ",3807,21.5,32657,PHEV,63551,No
Canada,2016,Hyundai,"$14,587 ",2447,8.16,70690,BEV,71812,No
China,2022,Kia,"$42,127 ",4738,11.45,75529,PHEV,,No
Japan,2022,BYD,"$6,293 ",4533,17.58,23502,BEV,44148,No
China,2017,BMW,"$26,182 ",2234,,75877,BEV,33441,No
USA,2023,Nissan,"$41,930 ",1958,12.24,135052,PHEV,45760,Yes
USA,2024,Tesla,"$23,978 ",4128,8.37,123516,BEV,16372,Yes
USA,2020,Nissan,"$30,296 ",938,9.07,130122,HEV,55040,No
Canada,2016,Hyundai,"$10,321 ",4638,14.79,17163,PHEV,64115,Yes
Norway,2017,Tesla,"$1,816 ",,2.4,20324,PHEV,23005,yes
China,2018,Kia,"$15,706 ",2597,26.11,83620,PHEV,68055,YES
Netherlands,2020,Kia,"$22,661 ",236,11.72,98280,HEV,39342,yes
China,2020,Tesla,"$20,956 ",2267,17.01,48610,HEV,30320,Yes
China,2019,Nissan,"$21,308 ",3247,,117998,HEV,35773,No
USA,2018,Ford,"$28,247 ",2678,22.87,112939,PHEV,58505,YES
